Team;Type;Rank;Date;Round;Venue;Scorer;Opponent;Start;xG;PSxG;Body Part;Distance;Minute;Score;Goalkeeper;Assist;GCA1;Type GCA1;GCA2;Type GCA2;Note;Motion
Chelsea;For;60;15/04/2024;Matchweek 33;Home;Cole Palmer;Everton;Y;0.79;0.99;Left Foot;13;64;4-0;Jordan Pickford;;Cole Palmer;Fouled;Conor Gallagher;Pass (Live);;Penalty Kick
Chelsea;For;61;15/04/2024;Matchweek 33;Home;Alfie Gilchrist;Everton;N;0.15;0.57;Right Foot;10;90;5-0;Jordan Pickford;;Ben Chilwell;Shot;;;Deflected, Volley;In Game
Chelsea;Against;48;04/04/2024;Matchweek 31;Home;Alejandro Garnacho;Manchester Utd;Y;0.26;0.41;Left Foot;15;34;0-2;Đorđe Petrović;;;;;;;In Game
Chelsea;Against;49;04/04/2024;Matchweek 31;Home;Bruno Fernandes;Manchester Utd;Y*;0.24;0.77;Head;6;39;01-févr;Đorđe Petrović;Diogo Dalot;Diogo Dalot;Pass (Live);Alejandro Garnacho;Pass (Live);;In Game
Chelsea;Against;50;04/04/2024;Matchweek 31;Home;Alejandro Garnacho;Manchester Utd;Y;0.26;0.34;Head;11;67;02-févr;Đorđe Petrović;Antony;Antony;Pass (Live);Marcus Rashford;Pass (Live);;In Game
Chelsea;Against;51;07/04/2024;Matchweek 32;Away;Jayden Bogle;Sheffield Utd;Y;0.09;0.23;Right Foot;10;32;0-1;Đorđe Petrović;Gustavo Hamer;Gustavo Hamer;Pass (Live);Oliver McBurnie;Pass (Live);;In Game
Chelsea;Against;52;07/04/2024;Matchweek 32;Away;Oliver McBurnie;Sheffield Utd;Y;0.60;0.84;Right Foot;6;90+3;01-févr;Đorđe Petrović;Cameron Archer;Cameron Archer;Pass (Live);James Mcatee;Pass (Live);;In Game
Sheffield Utd;For;28;04/04/2024;Matchweek 31;Away;Conor Bradley (OG);Liverpool;Y;;;;;58;0-1;Caoimhín Kelleher;;;;;;Own Goal;In Game
Sheffield Utd;For;29;07/04/2024;Matchweek 32;Home;Jayden Bogle;Chelsea;Y;0.09;0.23;Right Foot;10;32;0-1;Đorđe Petrović;Gustavo Hamer;Gustavo Hamer;Pass (Live);Oliver McBurnie;Pass (Live);;In Game
Sheffield Utd;For;30;07/04/2024;Matchweek 32;Home;Oliver McBurnie;Chelsea;Y;0.60;0.84;Right Foot;6;90+3;01-févr;Đorđe Petrović;Cameron Archer;Cameron Archer;Pass (Live);James Mcatee;Pass (Live);;In Game
Sheffield Utd;Against;78;04/04/2024;Matchweek 31;Away;Darwin Núñez;Liverpool;Y;0.12;0.06;Left Foot;21;17;0-0;Ivo Grbić;;;;;;;In Game
Sheffield Utd;Against;79;04/04/2024;Matchweek 31;Away;Alexis Mac Allister;Liverpool;Y;0.13;0.66;Right Foot;21;76;01-janv;Ivo Grbić;Luis Díaz;Curtis Jones;Pass (Live);Luis Díaz;Pass (Live);;In Game
Sheffield Utd;Against;80;04/04/2024;Matchweek 31;Away;Cody Gakpo;Liverpool;N;0.06;0.30;Head;14;90;02-janv;Ivo Grbić;Andrew Robertson;Andrew Robertson;Pass (Live);Virgil van Dijk;Pass (Live);;In Game
Sheffield Utd;Against;81;07/04/2024;Matchweek 32;Home;Thiago Silva;Chelsea;Y;0.11;0.39;Right Foot;13;11;0-0;Ivo Grbić;Conor Gallagher;Conor Gallagher;Pass (Dead);Cole Palmer;Pass (Live);Volley;Set Piece
Sheffield Utd;Against;82;07/04/2024;Matchweek 32;Home;Noni Madueke;Chelsea;Y;0.05;0.11;Left Foot;16;66;01-janv;Ivo Grbić;Cole Palmer;Cole Palmer;Pass (Live);Nicolas Jackson;Pass (Live);;In Game
Sheffield Utd;Against;83;13/04/2024;Matchweek 33;Away;Oliver Arblaster (OG);Brentford;Y;;;;;63;0-0;Ivo Grbić;;;;;;Own Goal;In Game
Sheffield Utd;Against;84;13/04/2024;Matchweek 33;Away;Frank Onyeka;Brentford;N;0.29;0.24;Right Foot;11;90+3;1-0;Ivo Grbić;Kevin Schade;Kevin Schade;Pass (Live);Sergio Reguilón;Pass (Dead);;Set Piece
Brentford;For;43;06/04/2024;Matchweek 32;Away;Mathias Jørgensen;Aston Villa;Y;0.45;0.92;Left Foot;10;59;0-2;Emiliano Martínez;Mikkel Damsgaard;Mikkel Damsgaard;Shot;;;;In Game
Brentford;For;44;06/04/2024;Matchweek 32;Away;Bryan Mbeumo;Aston Villa;Y;0.17;0.42;Right Foot;10;61;01-févr;Emiliano Martínez;Sergio Reguilón;Sergio Reguilón;Pass (Live);Mikkel Damsgaard;Pass (Live);Volley;In Game
Brentford;For;45;06/04/2024;Matchweek 32;Away;Yoane Wissa;Aston Villa;Y;0.68;0.90;Left Foot;5;68;02-févr;Emiliano Martínez;Sergio Reguilón;Sergio Reguilón;Pass (Live);Mathias Jensen;Pass (Live);;In Game
Brentford;For;46;13/04/2024;Matchweek 33;Home;Oliver Arblaster (OG);Sheffield Utd;Y;;;;;63;0-0;Ivo Grbić;;;;;;Own Goal;In Game
Brentford;For;47;13/04/2024;Matchweek 33;Home;Frank Onyeka;Sheffield Utd;N;0.29;0.24;Right Foot;11;90+3;1-0;Ivo Grbić;Kevin Schade;Kevin Schade;Pass (Live);Sergio Reguilón;Pass (Dead);;Set Piece
Brentford;Against;56;06/04/2024;Matchweek 32;Away;Ollie Watkins;Aston Villa;Y;0.23;0.58;Head;8;39;0-0;Mark Flekken;John McGinn;John McGinn;Pass (Live);Youri Tielemans;Pass (Live);;In Game
Brentford;Against;57;06/04/2024;Matchweek 32;Away;Morgan Rogers;Aston Villa;Y;0.14;0.28;Left Foot;15;46;1-0;Mark Flekken;Youri Tielemans;Youri Tielemans;Pass (Live);Ezri Konsa;Pass (Live);;In Game
Brentford;Against;58;06/04/2024;Matchweek 32;Away;Ollie Watkins;Aston Villa;Y;0.23;0.55;Head;3;80;02-mars;Mark Flekken;;Ezri Konsa;Pass (Live);Youri Tielemans;Pass (Live);;In Game
Aston Villa;For;63;03/04/2024;Matchweek 31;Away;Jhon Durán;Manchester City;Y;0.21;0.98;Left Foot;13;20;0-1;Stefan Ortega;Morgan Rogers;Morgan Rogers;Pass (Live);Jhon Durán;Pass (Live);;In Game
Aston Villa;For;64;06/04/2024;Matchweek 32;Home;Ollie Watkins;Brentford;Y;0.23;0.58;Head;8;39;0-0;Mark Flekken;John McGinn;John McGinn;Pass (Live);Youri Tielemans;Pass (Live);;In Game
Aston Villa;For;65;06/04/2024;Matchweek 32;Home;Morgan Rogers;Brentford;Y;0.14;0.28;Left Foot;15;46;1-0;Mark Flekken;Youri Tielemans;Youri Tielemans;Pass (Live);Ezri Konsa;Pass (Live);;In Game
Aston Villa;For;66;06/04/2024;Matchweek 32;Home;Ollie Watkins;Brentford;Y;0.23;0.55;Head;3;80;02-mars;Mark Flekken;;Ezri Konsa;Pass (Live);Youri Tielemans;Pass (Live);;In Game
Aston Villa;For;67;14/04/2024;Matchweek 33;Away;Leon Bailey;Arsenal;N;0.35;0.07;Right Foot;7;84;0-0;David Raya;Lucas Digne;Lucas Digne;Pass (Live);Álex Moreno;Pass (Live);;In Game
Aston Villa;For;68;14/04/2024;Matchweek 33;Away;Ollie Watkins;Arsenal;Y;0.20;0.91;Right Foot;12;87;1-0;David Raya;Youri Tielemans;Youri Tielemans;Pass (Live);Youri Tielemans;Interception;Deflected;In Game
Aston Villa;Against;43;03/04/2024;Matchweek 31;Away;Rodri;Manchester City;Y;0.15;0.12;Right Foot;10;11;0-0;Robin Olsen;Jeremy Doku;Jeremy Doku;Pass (Live);Phil Foden;Pass (Live);;In Game
Aston Villa;Against;44;03/04/2024;Matchweek 31;Away;Phil Foden;Manchester City;Y;0.09;0.25;Left Foot;27;45+1;01-janv;Robin Olsen;;Phil Foden;Fouled;Rúben Dias;Tackle;Free Kick;Free Kick
Aston Villa;Against;45;03/04/2024;Matchweek 31;Away;Phil Foden;Manchester City;Y;0.26;0.83;Left Foot;17;62;02-janv;Robin Olsen;Rodri;Rodri;Pass (Live);Rodri;Take-On;;In Game
Aston Villa;Against;46;03/04/2024;Matchweek 31;Away;Phil Foden;Manchester City;Y;0.07;0.33;Left Foot;27;69;03-janv;Robin Olsen;;;;;;;In Game
Aston Villa;Against;47;06/04/2024;Matchweek 32;Home;Mathias Jørgensen;Brentford;Y;0.45;0.92;Left Foot;10;59;0-2;Emiliano Martínez;Mikkel Damsgaard;Mikkel Damsgaard;Shot;;;;In Game
Aston Villa;Against;48;06/04/2024;Matchweek 32;Home;Bryan Mbeumo;Brentford;Y;0.17;0.42;Right Foot;10;61;01-févr;Emiliano Martínez;Sergio Reguilón;Sergio Reguilón;Pass (Live);Mikkel Damsgaard;Pass (Live);Volley;In Game
Aston Villa;Against;49;06/04/2024;Matchweek 32;Home;Yoane Wissa;Brentford;Y;0.68;0.90;Left Foot;5;68;02-févr;Emiliano Martínez;Sergio Reguilón;Sergio Reguilón;Pass (Live);Mathias Jensen;Pass (Live);;In Game
Tottenham;For;62;02/04/2024;Matchweek 31;Away;Brennan Johnson;West Ham;Y;0.38;0.91;Right Foot;4;5;0-0;Łukasz Fabiański;Timo Werner;Timo Werner;Pass (Live);Rodrigo Bentancur;Pass (Live);;In Game
Tottenham;For;63;07/04/2024;Matchweek 32;Home;Murillo (OG);Nott'ham Forest;Y;;;;;15;0-0;Matz Sels;;;;;;Own Goal;In Game
Tottenham;For;64;07/04/2024;Matchweek 32;Home;Micky van de Ven;Nott'ham Forest;Y;0.05;0.43;Left Foot;17;52;01-janv;Matz Sels;Son Heung-min;Son Heung-min;Pass (Live);Brennan Johnson;Pass (Live);;In Game
Tottenham;For;65;07/04/2024;Matchweek 32;Home;Pedro Porro;Nott'ham Forest;Y;0.11;0.23;Right Foot;14;58;02-janv;Matz Sels;Rodrigo Bentancur;Rodrigo Bentancur;Pass (Live);James Maddison;Pass (Live);Volley;In Game
Tottenham;Against;44;02/04/2024;Matchweek 31;Away;Kurt Zouma;West Ham;Y*;0.27;0.37;Head;5;19;0-1;Guglielmo Vicario;Jarrod Bowen;Jarrod Bowen;Pass (Dead);Vladimír Coufal;Pass (Live);;Set Piece
Tottenham;Against;45;07/04/2024;Matchweek 32;Home;Chris Wood;Nott'ham Forest;Y;0.08;0.56;Right Foot;12;27;0-1;Guglielmo Vicario;Anthony Elanga;Neco Williams;Pass (Live);Anthony Elanga;Pass (Live);;In Game
Tottenham;Against;46;13/04/2024;Matchweek 33;Away;Alexander Isak;Newcastle Utd;Y;0.53;0.95;Right Foot;15;30;0-0;Guglielmo Vicario;Anthony Gordon;Alexander Isak;Take-On;Anthony Gordon;Pass (Live);;In Game
Tottenham;Against;47;13/04/2024;Matchweek 33;Away;Anthony Gordon;Newcastle Utd;Y;0.50;0.40;Right Foot;10;32;1-0;Guglielmo Vicario;;Anthony Gordon;Take-On;;;;In Game
Tottenham;Against;48;13/04/2024;Matchweek 33;Away;Alexander Isak;Newcastle Utd;Y;0.62;0.65;Right Foot;9;51;2-0;Guglielmo Vicario;Bruno Guimarães;Bruno Guimarães;Pass (Live);Bruno Guimarães;Take-On;;In Game
Tottenham;Against;49;13/04/2024;Matchweek 33;Away;Fabian Schär;Newcastle Utd;Y;0.05;0.20;Head;9;87;3-0;Guglielmo Vicario;Anthony Gordon;Anthony Gordon;Pass (Dead);Anthony Gordon;Shot;;Set Piece
Brighton;For;52;13/04/2024;Matchweek 33;Away;Arijanet Muric (OG);Burnley;Y;;;;;79;0-1;Arijanet Muric;;;;;;Own Goal;In Game
Brighton;Against;47;06/04/2024;Matchweek 32;Home;Bukayo Saka;Arsenal;Y;0.79;0.99;Left Foot;13;33;0-0;Bart Verbruggen;;Gabriel Jesus;Fouled;Gabriel Magalhães;Pass (Live);;Penalty Kick
Brighton;Against;48;06/04/2024;Matchweek 32;Home;Kai Havertz;Arsenal;Y;0.46;0.86;Left Foot;4;62;1-0;Bart Verbruggen;Jorginho;Jorginho;Pass (Live);Martin Ødegaard;Pass (Live);;In Game
Brighton;Against;49;06/04/2024;Matchweek 32;Home;Leandro Trossard;Arsenal;N;0.33;0.64;Right Foot;15;86;2-0;Bart Verbruggen;Kai Havertz;Kai Havertz;Pass (Live);;;;In Game
Brighton;Against;50;13/04/2024;Matchweek 33;Away;Josh Brownhill;Burnley;N;0.23;0.34;Left Foot;17;74;0-0;Bart Verbruggen;;;;;;;In Game
Arsenal;For;71;03/04/2024;Matchweek 31;Home;Martin Ødegaard;Luton Town;Y*;0.11;0.62;Left Foot;16;24;0-0;Thomas Kaminski;Kai Havertz;Kai Havertz;Pass (Live);Martin Ødegaard;Pass (Live);;In Game
Arsenal;For;72;03/04/2024;Matchweek 31;Home;Daiki Hashioka (OG);Luton Town;Y;;;;;44;1-0;Thomas Kaminski;;;;;;Own Goal;In Game
Arsenal;For;73;06/04/2024;Matchweek 32;Away;Bukayo Saka;Brighton;Y;0.79;0.99;Left Foot;13;33;0-0;Bart Verbruggen;;Gabriel Jesus;Fouled;Gabriel Magalhães;Pass (Live);;Penalty Kick
Arsenal;For;74;06/04/2024;Matchweek 32;Away;Kai Havertz;Brighton;Y;0.46;0.86;Left Foot;4;62;1-0;Bart Verbruggen;Jorginho;Jorginho;Pass (Live);Martin Ødegaard;Pass (Live);;In Game
Arsenal;For;75;06/04/2024;Matchweek 32;Away;Leandro Trossard;Brighton;N;0.33;0.64;Right Foot;15;86;2-0;Bart Verbruggen;Kai Havertz;Kai Havertz;Pass (Live);;;;In Game
Arsenal;Against;25;14/04/2024;Matchweek 33;Home;Leon Bailey;Aston Villa;N;0.35;0.07;Right Foot;7;84;0-0;David Raya;Lucas Digne;Lucas Digne;Pass (Live);Álex Moreno;Pass (Live);;In Game
Arsenal;Against;26;14/04/2024;Matchweek 33;Home;Ollie Watkins;Aston Villa;Y;0.20;0.91;Right Foot;12;87;1-0;David Raya;Youri Tielemans;Youri Tielemans;Pass (Live);Youri Tielemans;Interception;Deflected;In Game
Burnley;For;32;02/04/2024;Matchweek 31;Home;Jacob Bruun Larsen;Wolves;Y;0.33;0.84;Right Foot;11;37;0-0;José Sá;Dara O'Shea;Dara O'Shea;Pass (Live);Arijanet Muric;Pass (Live);;In Game
Burnley;For;33;13/04/2024;Matchweek 33;Home;Josh Brownhill;Brighton;N;0.23;0.34;Left Foot;17;74;0-0;Bart Verbruggen;;;;;;;In Game
Burnley;Against;66;02/04/2024;Matchweek 31;Home;Rayan Aït-Nouri;Wolves;Y;0.14;0.37;Head;11;45+3;0-1;Arijanet Muric;Pablo Sarabia;Pablo Sarabia;Pass (Dead);Rayan Aït-Nouri;Fouled;;Set Piece
Burnley;Against;67;06/04/2024;Matchweek 32;Away;Dominic Calvert-Lewin;Everton;Y;0.08;0.02;Right Foot;21;45+2;0-0;Arijanet Muric;;;;;;;In Game
Burnley;Against;68;13/04/2024;Matchweek 33;Home;Arijanet Muric (OG);Brighton;Y;;;;;79;0-1;Arijanet Muric;;;;;;Own Goal;In Game
Arsenal;For;76;20/04/2024;Matchweek 34;Away;Leandro Trossard;Wolves;Y;0.07;0.58;Right Foot;17;45;0-0;José Sá;Gabriel Jesus;Kai Havertz;Pass (Live);Bukayo Saka;Pass (Live);;In Game
Arsenal;For;77;20/04/2024;Matchweek 34;Away;Martin Ødegaard;Wolves;Y*;0.04;0.12;Left Foot;8;90+5;1-0;José Sá;;Kai Havertz;Pass (Live);Declan Rice;Pass (Live);;In Game
Arsenal;For;78;23/04/2024;Matchweek 29;Home;Leandro Trossard;Chelsea;Y;0.13;0.19;Left Foot;9;4;0-0;Đorđe Petrović;Declan Rice;Declan Rice;Pass (Live);Thomas Partey;Pass (Live);;In Game
Arsenal;For;79;23/04/2024;Matchweek 29;Home;Ben White;Chelsea;Y;0.24;0.29;Left Foot;8;52;1-0;Đorđe Petrović;;Declan Rice;Shot;;;;In Game
Arsenal;For;80;23/04/2024;Matchweek 29;Home;Kai Havertz;Chelsea;Y;0.39;0.35;Left Foot;12;57;2-0;Đorđe Petrović;Martin Ødegaard;Martin Ødegaard;Pass (Live);Gabriel Magalhães;Pass (Live);;In Game
Arsenal;For;81;23/04/2024;Matchweek 29;Home;Kai Havertz;Chelsea;Y;0.09;0.42;Left Foot;14;65;3-0;Đorđe Petrović;Bukayo Saka;Bukayo Saka;Pass (Live);Thomas Partey;Pass (Live);;In Game
Arsenal;For;82;23/04/2024;Matchweek 29;Home;Ben White;Chelsea;Y;0.07;0.75;Right Foot;12;70;4-0;Đorđe Petrović;Martin Ødegaard;Martin Ødegaard;Pass (Live);Bukayo Saka;Pass (Live);Volley;In Game
Arsenal;For;83;28/04/2024;Matchweek 35;Away;Pierre Højbjerg (OG);Tottenham;Y;;;;;15;0-0;Guglielmo Vicario;;;;;;Own Goal;In Game
Arsenal;For;84;28/04/2024;Matchweek 35;Away;Bukayo Saka;Tottenham;Y;0.15;0.44;Left Foot;12;27;1-0;Guglielmo Vicario;Kai Havertz;Kai Havertz;Pass (Live);Bukayo Saka;Pass (Live);;In Game
Arsenal;For;85;28/04/2024;Matchweek 35;Away;Kai Havertz;Tottenham;Y;0.41;0.23;Head;4;38;2-0;Guglielmo Vicario;Declan Rice;Declan Rice;Pass (Dead);Martin Ødegaard;Pass (Live);;Set Piece
Arsenal;Against;27;28/04/2024;Matchweek 35;Away;Cristian Romero;Tottenham;Y;0.33;0.33;Right Foot;21;64;0-3;David Raya;;;;;;;In Game
Arsenal;Against;28;28/04/2024;Matchweek 35;Away;Son Heung-min;Tottenham;Y*;0.79;0.99;Right Foot;13;87;01-mars;David Raya;;Ben Davies;Fouled;Cristian Romero;Shot;;Penalty Kick
Aston Villa;For;69;21/04/2024;Matchweek 34;Home;Morgan Rogers;Bournemouth;Y;0.20;0.24;Right Foot;7;45+1;0-1;Neto;Leon Bailey;Morgan Rogers;Take-On;Leon Bailey;Pass (Live);;In Game
Aston Villa;For;70;21/04/2024;Matchweek 34;Home;Moussa Diaby;Bournemouth;Y;0.60;0.92;Right Foot;8;57;01-janv;Neto;Ollie Watkins;Ollie Watkins;Pass (Live);Morgan Rogers;Pass (Live);;In Game
Aston Villa;For;71;21/04/2024;Matchweek 34;Home;Leon Bailey;Bournemouth;Y;0.99;0.99;Right Foot;1;78;02-janv;Neto;Ollie Watkins;Ollie Watkins;Shot;;;;In Game
Aston Villa;For;72;27/04/2024;Matchweek 35;Home;Marc Cucurella (OG);Chelsea;Y;;;;;4;0-0;Đorđe Petrović;;;;;;Own Goal;In Game
Aston Villa;For;73;27/04/2024;Matchweek 35;Home;Morgan Rogers;Chelsea;Y;0.06;0.27;Right Foot;18;42;1-0;Đorđe Petrović;Matty Cash;Matty Cash;Pass (Live);Matty Cash;Pass (Live);;In Game
Aston Villa;Against;50;21/04/2024;Matchweek 34;Home;Dominic Solanke;Bournemouth;Y;0.79;0.99;Right Foot;13;31;0-0;Emiliano Martínez;;Milos Kerkez;Fouled;Justin Kluivert;Pass (Live);;Penalty Kick
Aston Villa;Against;51;27/04/2024;Matchweek 35;Home;Noni Madueke;Chelsea;Y;0.10;0.16;Left Foot;16;62;0-2;Robin Olsen;;Cole Palmer;Pass (Live);Conor Gallagher;Tackle;;In Game
Aston Villa;Against;52;27/04/2024;Matchweek 35;Home;Conor Gallagher;Chelsea;Y*;0.07;0.31;Left Foot;21;81;01-févr;Robin Olsen;Noni Madueke;Noni Madueke;Pass (Live);Conor Gallagher;Pass (Live);;In Game
Chelsea;For;62;27/04/2024;Matchweek 35;Away;Noni Madueke;Aston Villa;Y;0.10;0.16;Left Foot;16;62;0-2;Robin Olsen;;Cole Palmer;Pass (Live);Conor Gallagher;Tackle;;In Game
Chelsea;For;63;27/04/2024;Matchweek 35;Away;Conor Gallagher;Aston Villa;Y*;0.07;0.31;Left Foot;21;81;01-févr;Robin Olsen;Noni Madueke;Noni Madueke;Pass (Live);Conor Gallagher;Pass (Live);;In Game
Chelsea;Against;53;23/04/2024;Matchweek 29;Away;Leandro Trossard;Arsenal;Y;0.13;0.19;Left Foot;9;4;0-0;Đorđe Petrović;Declan Rice;Declan Rice;Pass (Live);Thomas Partey;Pass (Live);;In Game
Chelsea;Against;54;23/04/2024;Matchweek 29;Away;Ben White;Arsenal;Y;0.24;0.29;Left Foot;8;52;1-0;Đorđe Petrović;;Declan Rice;Shot;;;;In Game
Chelsea;Against;55;23/04/2024;Matchweek 29;Away;Kai Havertz;Arsenal;Y;0.39;0.35;Left Foot;12;57;2-0;Đorđe Petrović;Martin Ødegaard;Martin Ødegaard;Pass (Live);Gabriel Magalhães;Pass (Live);;In Game
Chelsea;Against;56;23/04/2024;Matchweek 29;Away;Kai Havertz;Arsenal;Y;0.09;0.42;Left Foot;14;65;3-0;Đorđe Petrović;Bukayo Saka;Bukayo Saka;Pass (Live);Thomas Partey;Pass (Live);;In Game
Chelsea;Against;57;23/04/2024;Matchweek 29;Away;Ben White;Arsenal;Y;0.07;0.75;Right Foot;12;70;4-0;Đorđe Petrović;Martin Ødegaard;Martin Ødegaard;Pass (Live);Bukayo Saka;Pass (Live);Volley;In Game
Chelsea;Against;58;27/04/2024;Matchweek 35;Away;Marc Cucurella (OG);Aston Villa;Y;;;;;4;0-0;Đorđe Petrović;;;;;;Own Goal;In Game
Chelsea;Against;59;27/04/2024;Matchweek 35;Away;Morgan Rogers;Aston Villa;Y;0.06;0.27;Right Foot;18;42;1-0;Đorđe Petrović;Matty Cash;Matty Cash;Pass (Live);Matty Cash;Pass (Live);;In Game
Sheffield Utd;For;31;20/04/2024;Matchweek 34;Home;Gustavo Hamer;Burnley;Y;0.16;0.34;Right Foot;14;52;0-2;Arijanet Muric;James Mcatee;Gustavo Hamer;Take-On;James Mcatee;Pass (Live);;In Game
Sheffield Utd;For;32;24/04/2024;Matchweek 29;Away;Jayden Bogle;Manchester Utd;Y;0.15;0.83;Right Foot;6;35;0-0;André Onana;;;;;;;In Game
Sheffield Utd;For;33;24/04/2024;Matchweek 29;Away;Ben Brereton;Manchester Utd;Y;0.31;0.76;Right Foot;9;50;01-janv;André Onana;Ben Osborn;Ben Osborn;Pass (Live);Gustavo Hamer;Pass (Live);;In Game
Sheffield Utd;For;34;27/04/2024;Matchweek 35;Away;Anel Ahmedhodžić;Newcastle Utd;Y;0.44;0.07;Head;4;5;0-0;Martin Dúbravka;Gustavo Hamer;Gustavo Hamer;Pass (Live);Oliver Arblaster;Pass (Live);;In Game
Sheffield Utd;Against;85;20/04/2024;Matchweek 34;Home;Jacob Bruun Larsen;Burnley;Y;0.04;0.27;Right Foot;16;38;0-0;Ivo Grbić;;Wilson Odobert;Shot;;;Deflected, Volley;In Game
Sheffield Utd;Against;86;20/04/2024;Matchweek 34;Home;Lorenz Assignon;Burnley;Y;0.14;0.38;Right Foot;11;40;1-0;Ivo Grbić;Vitinho;Vitinho;Pass (Live);Sander Berge;Pass (Live);Deflected;In Game
Sheffield Utd;Against;87;20/04/2024;Matchweek 34;Home;Lyle Foster;Burnley;Y;0.26;0.88;Right Foot;11;57;02-janv;Ivo Grbić;Lorenz Assignon;Lorenz Assignon;Pass (Live);Josh Cullen;Pass (Live);;In Game
Sheffield Utd;Against;88;20/04/2024;Matchweek 34;Home;Jóhann Berg Guðmundsson;Burnley;N;0.08;0.48;Left Foot;18;71;03-janv;Ivo Grbić;Josh Cullen;Josh Cullen;Pass (Live);Josh Brownhill;Pass (Live);;In Game
Sheffield Utd;Against;89;24/04/2024;Matchweek 29;Away;Harry Maguire;Manchester Utd;Y;0.09;0.55;Head;6;42;0-1;Wes Foderingham;Alejandro Garnacho;Alejandro Garnacho;Pass (Live);Kobbie Mainoo;Fouled;;In Game
Sheffield Utd;Against;90;24/04/2024;Matchweek 29;Away;Bruno Fernandes;Manchester Utd;Y*;0.79;0.95;Right Foot;13;61;01-févr;Wes Foderingham;;Harry Maguire;Fouled;Bruno Fernandes;Shot;;Penalty Kick
Sheffield Utd;Against;91;24/04/2024;Matchweek 29;Away;Bruno Fernandes;Manchester Utd;Y*;0.03;0.23;Left Foot;30;81;02-févr;Wes Foderingham;Kobbie Mainoo;Kobbie Mainoo;Pass (Live);Aaron Wan-Bissaka;Pass (Live);Deflected;In Game
Sheffield Utd;Against;92;24/04/2024;Matchweek 29;Away;Rasmus Højlund;Manchester Utd;Y;0.52;0.78;Left Foot;6;85;03-févr;Wes Foderingham;Bruno Fernandes;Bruno Fernandes;Pass (Live);Diogo Dalot;Pass (Live);;In Game
Sheffield Utd;Against;93;27/04/2024;Matchweek 35;Away;Alexander Isak;Newcastle Utd;Y;0.22;0.83;Right Foot;12;26;0-1;Wes Foderingham;Jacob Murphy;Jacob Murphy;Pass (Live);Valentino Livramento;Pass (Live);;In Game
Sheffield Utd;Against;94;27/04/2024;Matchweek 35;Away;Bruno Guimarães;Newcastle Utd;Y;0.26;0.37;Head;5;54;01-janv;Wes Foderingham;Anthony Gordon;Anthony Gordon;Pass (Dead);Valentino Livramento;Fouled;;Set Piece
Sheffield Utd;Against;95;27/04/2024;Matchweek 35;Away;Alexander Isak;Newcastle Utd;Y;0.79;1.00;Right Foot;13;61;02-janv;Wes Foderingham;;Anthony Gordon;Fouled;Anthony Gordon;Take-On;;Penalty Kick
Sheffield Utd;Against;96;27/04/2024;Matchweek 35;Away;Ben Osborn (OG);Newcastle Utd;Y;;;;;65;03-janv;Wes Foderingham;;;;;;Own Goal;In Game
Sheffield Utd;Against;97;27/04/2024;Matchweek 35;Away;Callum Wilson;Newcastle Utd;N;0.48;0.93;Right Foot;9;72;04-janv;Wes Foderingham;Harvey Barnes;Harvey Barnes;Pass (Live);Anthony Gordon;Pass (Live);;In Game
Newcastle Utd;For;70;27/04/2024;Matchweek 35;Home;Alexander Isak;Sheffield Utd;Y;0.22;0.83;Right Foot;12;26;0-1;Wes Foderingham;Jacob Murphy;Jacob Murphy;Pass (Live);Valentino Livramento;Pass (Live);;In Game
Newcastle Utd;For;71;27/04/2024;Matchweek 35;Home;Bruno Guimarães;Sheffield Utd;Y;0.26;0.37;Head;5;54;01-janv;Wes Foderingham;Anthony Gordon;Anthony Gordon;Pass (Dead);Valentino Livramento;Fouled;;Set Piece
Newcastle Utd;For;72;27/04/2024;Matchweek 35;Home;Alexander Isak;Sheffield Utd;Y;0.79;1.00;Right Foot;13;61;02-janv;Wes Foderingham;;Anthony Gordon;Fouled;Anthony Gordon;Take-On;;Penalty Kick
Newcastle Utd;For;73;27/04/2024;Matchweek 35;Home;Ben Osborn (OG);Sheffield Utd;Y;;;;;65;03-janv;Wes Foderingham;;;;;;Own Goal;In Game
Newcastle Utd;For;74;27/04/2024;Matchweek 35;Home;Callum Wilson;Sheffield Utd;N;0.48;0.93;Right Foot;9;72;04-janv;Wes Foderingham;Harvey Barnes;Harvey Barnes;Pass (Live);Anthony Gordon;Pass (Live);;In Game
Newcastle Utd;Against;53;24/04/2024;Matchweek 29;Away;Jean-Philippe Mateta;Crystal Palace;Y;0.12;0.70;Right Foot;16;55;0-0;Martin Dúbravka;Jordan Ayew;Jordan Ayew;Pass (Live);Jean-Philippe Mateta;Pass (Live);;In Game
Newcastle Utd;Against;54;24/04/2024;Matchweek 29;Away;Jean-Philippe Mateta;Crystal Palace;Y;0.17;0.39;Left Foot;9;88;1-0;Martin Dúbravka;Will Hughes;Will Hughes;Pass (Live);Jeffrey Schlupp;Pass (Live);;In Game
Newcastle Utd;Against;55;27/04/2024;Matchweek 35;Home;Anel Ahmedhodžić;Sheffield Utd;Y;0.44;0.07;Head;4;5;0-0;Martin Dúbravka;Gustavo Hamer;Gustavo Hamer;Pass (Live);Oliver Arblaster;Pass (Live);;In Game
